id,userId,projectId,sessionId,startedAt,completedAt,abandonedAt,timeSpentMinutes,stepReached,status,step1Completed,step2Completed,step3Completed,step4Completed,wasSaved,wasRestored,saveCount,deviceType,browserInfo,userAgent,createdAt,updatedAt
cmdu4kzn0000kl7046bkyo3x4,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754131463516_uhlzdkt04,8/2/2025 10:44:24,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/379.0.786762118 Mobile/15E148 Safari/604.1",8/2/2025 10:44:24,8/2/2025 10:46:30
cmdu4npq70001lb04hhaa3yjm,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754131590418_uw6anv0we,8/2/2025 10:46:31,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/379.0.786762118 Mobile/15E148 Safari/604.1",8/2/2025 10:46:31,8/2/2025 10:46:31
cmdu4nq740001jp045rdq4mt7,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754131591153_y2h4g0i65,8/2/2025 10:46:31,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/379.0.786762118 Mobile/15E148 Safari/604.1",8/2/2025 10:46:31,8/2/2025 10:47:23
cmdu4ou2p0003jp04eupko57t,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754131642930_7ta0smjic,8/2/2025 10:47:23,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/379.0.786762118 Mobile/15E148 Safari/604.1",8/2/2025 10:47:23,8/2/2025 10:47:23
cmdu4ouiq000ml7044ubab9bo,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754131643420_c2otpcouc,8/2/2025 10:47:23,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/379.0.786762118 Mobile/15E148 Safari/604.1",8/2/2025 10:47:23,8/2/2025 10:52:15
cmdu4v3ca0005ky044xjahwk4,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754131934790_thb1da68g,8/2/2025 10:52:15,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/379.0.786762118 Mobile/15E148 Safari/604.1",8/2/2025 10:52:15,8/2/2025 10:52:15
cmdu4v3ou0007lb04la7hks7q,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754131935251_427zko75y,8/2/2025 10:52:15,,8/2/2025 10:52:17,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/379.0.786762118 Mobile/15E148 Safari/604.1",8/2/2025 10:52:15,8/2/2025 10:52:17
cmdu4z3bl0005jp04023rulwp,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132121476_blwrzmslh,8/2/2025 10:55:21,,,,2,IN_PROGRESS,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 10:55:21,8/2/2025 10:59:47
cmdu54rf00007jp04setuce49,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132385995_6a90rvqzl,8/2/2025 10:59:46,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 10:59:46,8/2/2025 10:59:46
cmdu54rth0009jp04flqbgbbf,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132386516_a8738vide,8/2/2025 10:59:47,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 10:59:47,8/2/2025 10:59:54
cmdu54xc1000bjp04tmmpeaqs,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132393653_rbtp7qjs0,8/2/2025 10:59:54,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 10:59:54,8/2/2025 10:59:54
cmdu54xsm0001lb04wido7cm2,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132394261_3n3mb1yo5,8/2/2025 10:59:54,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 10:59:54,8/2/2025 11:00:26
cmdu55m4r000djp04b3ea0jdv,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132425791_oet4esggd,8/2/2025 11:00:26,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:00:26,8/2/2025 11:00:26
cmdu55miu0003lb0475hpoiy6,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132426309_zwir66p5e,8/2/2025 11:00:26,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:00:26,8/2/2025 11:00:32
cmdu55qui000ol7045x0m22jr,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132431820_s7i71pho3,8/2/2025 11:00:32,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:00:32,8/2/2025 11:00:32
cmdu55r9j0001l104j547a537,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132432438_sqwqazflv,8/2/2025 11:00:32,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:00:32,8/2/2025 11:00:57
cmdu56aew0001k104o8gty0lz,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132457004_7141wde9h,8/2/2025 11:00:57,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:00:57,8/2/2025 11:00:57
cmdu56aip0003k104yuspkbar,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132457408_e30uqv2ha,8/2/2025 11:00:57,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:00:57,8/2/2025 11:03:31
cmdu58cfp0005k104txlem81n,cmdu50mjq0008lb0442u4l2k8,cmdnev8a2000r47bcq4a5ecq3,app_session_1754132553204_vzmr468x5,8/2/2025 11:02:33,,8/2/2025 11:02:41,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 13; SM-A226B Build/TP1A.220624.014; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.168 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (33/13; 450dpi; 1080x2208; samsung; SM-A226B; a22x; mt6833; en_GB; 769559867)",8/2/2025 11:02:33,8/2/2025 11:02:41
cmdu59lbj0007k104w5vfbo3d,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132611354_7kghzzg7d,8/2/2025 11:03:31,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:03:31,8/2/2025 11:03:31
cmdu59lth000fjp042ox4b91g,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132612021_nrbb6xoqn,8/2/2025 11:03:32,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:03:32,8/2/2025 11:03:57
cmdu59me9000hjp04i3j1e5m6,cmdu50mjq0008lb0442u4l2k8,cmdnev57b000j47bcoo9tskz5,app_session_1754132612769_3zg1aq5rp,8/2/2025 11:03:33,,8/2/2025 11:03:44,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 13; SM-A226B Build/TP1A.220624.014; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.168 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (33/13; 450dpi; 1080x2208; samsung; SM-A226B; a22x; mt6833; en_GB; 769559867)",8/2/2025 11:03:33,8/2/2025 11:03:44
cmdu5a4yz0009k1047fymrl8w,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132636826_qpgzw7tlz,8/2/2025 11:03:57,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:03:57,8/2/2025 11:03:57
cmdu5a5cb0005lb0495v6bx71,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132637300_9y62vcde4,8/2/2025 11:03:57,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:03:57,8/2/2025 11:09:30
cmdu5ha1z0001la04dhvw580v,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132969766_r6v6rvwfs,8/2/2025 11:09:30,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:09:30,8/2/2025 11:09:30
cmdu5haha0001ky04s3bszb2i,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132970310_7obr9d4jr,8/2/2025 11:09:31,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:09:31,8/2/2025 11:09:31
cmdu5haiw0001la042tmthpgi,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132970521_0xtea3afo,8/2/2025 11:09:31,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:09:31,8/2/2025 11:09:31
cmdu5hb0n0003ky04enbysb4e,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754132971270_2girrv7ok,8/2/2025 11:09:31,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:09:31,8/2/2025 11:22:57
cmdu5oj310001jx04qboehsow,cmdu4tkid0004lb04379spytm,cmdnev921000t47bctzmxc0my,app_session_1754133308207_ae5xfl3rr,8/2/2025 11:15:08,,8/2/2025 11:15:11,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/2/2025 11:15:08,8/2/2025 11:15:11
cmdu5sldo0001l1042yvcngqn,cmdu4tkid0004lb04379spytm,cmdnev1cp000947bc3r73y9is,app_session_1754133497655_b565bhcji,8/2/2025 11:18:18,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/2/2025 11:18:18,8/2/2025 11:18:24
cmdu5sq6a0003l104dxfrckgl,cmdu4tkid0004lb04379spytm,cmdnev1cp000947bc3r73y9is,app_session_1754133504129_pkav3nu02,8/2/2025 11:18:24,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/2/2025 11:18:24,8/2/2025 11:18:27
cmdu5sqf90001ib041gx4yf6h,cmdu4tkid0004lb04379spytm,cmdnev1cp000947bc3r73y9is,app_session_1754133504184_3th0qym1h,8/2/2025 11:18:24,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/2/2025 11:18:24,8/2/2025 11:18:24
cmdu5ssij0001l4044oftfj9z,cmdu4tkid0004lb04379spytm,cmdnev1cp000947bc3r73y9is,app_session_1754133506912_4j0o8fsz8,8/2/2025 11:18:27,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/2/2025 11:18:27,8/2/2025 11:18:27
cmdu5ssmo0003l404eua5b1ri,cmdu4tkid0004lb04379spytm,cmdnev1cp000947bc3r73y9is,app_session_1754133507311_rp9mni4wz,8/2/2025 11:18:27,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/2/2025 11:18:27,8/2/2025 11:22:32
cmdu5y1u60005l104wguqrxg3,cmdu4tkid0004lb04379spytm,cmdnev1cp000947bc3r73y9is,app_session_1754133752502_g6ywun3z8,8/2/2025 11:22:33,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/2/2025 11:22:33,8/2/2025 11:22:33
cmdu5y2840007l4049qz2e7u1,cmdu4tkid0004lb04379spytm,cmdnev1cp000947bc3r73y9is,app_session_1754133753012_xy9wj5nql,8/2/2025 11:22:33,,,,2,IN_PROGRESS,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/2/2025 11:22:33,8/2/2025 11:22:41
cmdu5ykgj0003ib04kea0zdcq,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754133776644_em167zrhx,8/2/2025 11:22:57,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:22:57,8/2/2025 11:22:57
cmdu5yksl0009l404jt3mfoym,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754133777078_osnembdiw,8/2/2025 11:22:57,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:22:57,8/2/2025 11:23:03
cmdu5ypme0005ib04exgn282j,cmdu3yy5p0000l7041cvcfex0,cmdnet6ze0008475bbkbutcdd,app_session_1754133783349_va1dhlt3a,8/2/2025 11:23:03,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,desktop,Chrome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",8/2/2025 11:23:03,8/2/2025 11:23:03
